Year,OrgSize,Industry,Experience,Title,Country,Salary
2023,20 to 99 employees,Financial Services,11,"Developer, full-stack",Canada,126397.0
2023,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",3,"Developer, back-end",Canada,148703.0
2023,"10,000 or more employees","Manufacturing, Transportation, or Supply Chain",15,"Developer, full-stack",Canada,74351.0
2023,100 to 499 employees,,11,"Developer, desktop or enterprise applications",Canada,74351.0
2023,"1,000 to 4,999 employees",,3,"Engineer, data",Canada,52046.0
2023,2 to 9 employees,Higher Education,31,"Developer, full-stack",Canada,
2023,"1,000 to 4,999 employees",Other,4,"Developer, full-stack",Canada,
2023,"Just me - I am a freelancer, sole proprietor, etc.",,5,"Developer, back-end",Canada,
2023,100 to 499 employees,"Manufacturing, Transportation, or Supply Chain",9,"Developer, embedded applications or devices",Canada,74351.0
2023,500 to 999 employees,"Information Services, IT, Software Development, or other Technology",11,"Developer, desktop or enterprise applications",Canada,104092.0
2023,20 to 99 employees,Other,4,"Developer, full-stack",Canada,55764.0
2023,"5,000 to 9,999 employees","Information Services, IT, Software Development, or other Technology",6,"Developer, back-end",Canada,104092.0
2023,"5,000 to 9,999 employees",Oil & Gas,5,"Developer, front-end",Canada,72121.0
2023,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",6,"Developer, back-end",Canada,114501.0
2023,"1,000 to 4,999 employees",,2,DevOps specialist,Canada,73608.0
2023,2 to 9 employees,,12,"Developer, full-stack",Canada,66916.0
2023,10 to 19 employees,"Manufacturing, Transportation, or Supply Chain",Less than 1 year,"Developer, full-stack",Canada,37176.0
2023,20 to 99 employees,,4,"Developer, back-end",Canada,105579.0
2023,"1,000 to 4,999 employees",,5,DevOps specialist,Canada,59481.0
2023,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",7,"Developer, embedded applications or devices",Canada,89222.0
2023,20 to 99 employees,,8,"Senior Executive (C-Suite, VP, etc.)",Canada,
2023,,,,,Canada,
2023,"1,000 to 4,999 employees",Financial Services,5,"Developer, back-end",Canada,
2023,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",3,"Developer, back-end",Canada,138294.0
2023,"1,000 to 4,999 employees",,18,Other (please specify):,Canada,
2023,20 to 99 employees,Other,6,"Developer, back-end",Canada,113639.0
2023,,,,"Developer, full-stack",Canada,
2023,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",30,"Developer, full-stack",Canada,74351.0
2023,20 to 99 employees,Financial Services,1,"Developer, full-stack",Canada,68403.0
2023,20 to 99 employees,Advertising Services,7,"Developer, full-stack",Canada,118962.0
2023,100 to 499 employees,Other,19,"Developer, back-end",Canada,79556.0
2023,,,,,Canada,
2023,500 to 999 employees,Financial Services,2,Research & Development role,Canada,70039.0
2023,"10,000 or more employees",Financial Services,8,"Developer, back-end",Canada,111527.0
2023,2 to 9 employees,Healthcare,2,"Developer, embedded applications or devices",Canada,48328.0
2023,100 to 499 employees,Healthcare,4,"Developer, back-end",Canada,64314.0
2023,10 to 19 employees,,2,"Developer, full-stack",Canada,
2023,2 to 9 employees,Financial Services,Less than 1 year,"Developer, back-end",Canada,62455.0
2023,100 to 499 employees,Financial Services,16,"Developer, back-end",Canada,148703.0
2023,,,,Student,Canada,
2023,"10,000 or more employees",,6,"Developer, game or graphics",Canada,
2023,"10,000 or more employees",,13,"Developer, desktop or enterprise applications",Canada,193314.0
2023,20 to 99 employees,,4,"Developer, full-stack",Canada,89222.0
2023,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",5,"Developer, front-end",Canada,223798.0
2023,,,10,"Developer, back-end",Canada,
2023,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",15,"Developer, back-end",Canada,85504.0
2023,100 to 499 employees,,6,"Developer, mobile",Canada,89222.0
2023,2 to 9 employees,Other,4,Data scientist or machine learning specialist,Canada,54277.0
2023,20 to 99 employees,,11,"Developer, full-stack",Canada,130115.0
2023,,,,,Canada,
2023,500 to 999 employees,"Information Services, IT, Software Development, or other Technology",6,"Developer, full-stack",Canada,118962.0
2023,100 to 499 employees,,6,"Developer, full-stack",Canada,
2023,,,,"Developer, full-stack",Canada,
2023,,,,,Canada,
2023,,,,,Canada,
2023,"1,000 to 4,999 employees",,5,Data scientist or machine learning specialist,Canada,186.0
2023,"10,000 or more employees",Healthcare,30,"Developer, full-stack",Canada,74351.0
2023,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",Less than 1 year,"Developer, front-end",Canada,
2023,500 to 999 employees,"Information Services, IT, Software Development, or other Technology",15,"Developer, full-stack",Canada,260230.0
2023,"5,000 to 9,999 employees",,5,"Developer, QA or test",Canada,81787.0
2023,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",17,Engineering manager,Canada,133833.0
2023,10 to 19 employees,,23,"Developer, full-stack",Canada,70634.0
2023,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",2,"Developer, back-end",Canada,59481.0
2023,,,,"Developer, desktop or enterprise applications",Canada,
2023,"1,000 to 4,999 employees",,2,"Developer, back-end",Canada,63199.0
2023,"10,000 or more employees",Healthcare,3,System administrator,Canada,55764.0
2023,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",5,"Developer, back-end",Canada,126397.0
2023,"1,000 to 4,999 employees",,12,"Developer, back-end",Canada,
2023,,,,,Canada,
2023,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",5,"Developer, front-end",Canada,148703.0
2023,"5,000 to 9,999 employees","Information Services, IT, Software Development, or other Technology",15,"Developer, game or graphics",Canada,111527.0
2023,,,,,Canada,
2023,500 to 999 employees,"Information Services, IT, Software Development, or other Technology",17,"Developer, full-stack",Canada,92939.0
2023,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",8,"Developer, full-stack",Canada,131602.0
2023,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",2,"Developer, full-stack",Canada,66916.0
2023,100 to 499 employees,"Manufacturing, Transportation, or Supply Chain",3,"Developer, embedded applications or devices",Canada,111527.0
2023,100 to 499 employees,Financial Services,14,"Developer, full-stack",Canada,167291.0
2023,,,,"Developer, back-end",Canada,
2023,100 to 499 employees,Other,8,"Developer, full-stack",Canada,63942.0
2023,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",3,"Developer, game or graphics",Canada,74351.0
2023,10 to 19 employees,,17,"Developer, full-stack",Canada,74351.0
2023,,,,,Canada,
2023,,,,,Canada,
2023,"10,000 or more employees",Financial Services,5,"Developer, full-stack",Canada,59481.0
2023,,,,Student,Canada,
2023,"10,000 or more employees",,11,"Developer, full-stack",Canada,104092.0
2023,"10,000 or more employees",,6,"Developer, full-stack",Canada,93683.0
2023,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",3,Research & Development role,Canada,77325.0
2023,,,,System administrator,Canada,
2023,20 to 99 employees,,10,"Engineer, data",Canada,148703.0
2023,,,,,Canada,
2023,"1,000 to 4,999 employees",Higher Education,9,"Developer, full-stack",Canada,138219.0
2023,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",10,Engineering manager,Canada,118962.0
2023,20 to 99 employees,,3,"Developer, full-stack",Canada,74351.0
2023,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",2,Other (please specify):,Canada,156138.0
2023,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",1,"Developer, full-stack",Canada,57994.0
2023,100 to 499 employees,,4,"Developer, game or graphics",Canada,57994.0
2023,,,,,Canada,
2023,,,,,Canada,
2023,,,,,Canada,
2023,100 to 499 employees,,16,"Developer, desktop or enterprise applications",Canada,92939.0
2023,"10,000 or more employees",Other,4,"Developer, back-end",Canada,126397.0
2023,2 to 9 employees,,12,"Developer, full-stack",Canada,
2023,10 to 19 employees,,3,"Developer, full-stack",Canada,50931.0
2023,,,,,Canada,
2023,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",11,"Developer, front-end",Canada,96657.0
2023,,,,,Canada,
2023,"1,000 to 4,999 employees",Financial Services,24,Other (please specify):,Canada,297406.0
2023,20 to 99 employees,Other,4,"Developer, embedded applications or devices",Canada,72493.0
2023,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",29,Research & Development role,Canada,223054.0
2023,10 to 19 employees,Retail and Consumer Services,7,"Developer, back-end",Canada,185879.0
2023,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",11,Engineering manager,Canada,
2023,2 to 9 employees,,18,"Developer, full-stack",Canada,
2023,"5,000 to 9,999 employees","Information Services, IT, Software Development, or other Technology",13,"Developer, full-stack",Canada,118962.0
2023,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",15,"Developer, full-stack",Canada,74351.0
2023,,,,"Developer, full-stack",Canada,
2023,"Just me - I am a freelancer, sole proprietor, etc.",,15,"Developer, full-stack",Canada,25701.0
2023,20 to 99 employees,"Manufacturing, Transportation, or Supply Chain",6,"Developer, embedded applications or devices",Canada,80300.0
2023,,,7,System administrator,Canada,
2023,,,,"Developer, full-stack",Canada,
2023,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",13,"Developer, front-end",Canada,
2023,500 to 999 employees,,10,"Developer, back-end",Canada,148703.0
2023,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",10,"Developer, full-stack",Canada,100374.0
2023,,,,,Canada,
2023,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",15,"Developer, desktop or enterprise applications",Canada,89222.0
2023,"10,000 or more employees",,8,"Developer, game or graphics",Canada,111527.0
2023,100 to 499 employees,,8,"Developer, back-end",Canada,92939.0
2023,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",36,"Developer, full-stack",Canada,
2023,,,,Student,Canada,
2023,,,,"Developer, back-end",Canada,
2023,500 to 999 employees,Healthcare,15,"Developer, back-end",Canada,152420.0
2023,,,,"Developer, game or graphics",Canada,
2023,"5,000 to 9,999 employees",,13,Developer Experience,Canada,
2023,"5,000 to 9,999 employees",,7,Academic researcher,Canada,85504.0
2023,20 to 99 employees,,,"Developer, embedded applications or devices",Canada,
2023,500 to 999 employees,,2,Engineering manager,Canada,65429.0
2023,"Just me - I am a freelancer, sole proprietor, etc.",,1,"Developer, game or graphics",Canada,8922.0
2023,"1,000 to 4,999 employees",Higher Education,20,Academic researcher,Canada,148703.0
2023,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",35,"Senior Executive (C-Suite, VP, etc.)",Canada,89222.0
2023,100 to 499 employees,,7,Cloud infrastructure engineer,Canada,
2023,"1,000 to 4,999 employees",,4,"Developer, back-end",Canada,81787.0
2023,100 to 499 employees,"Manufacturing, Transportation, or Supply Chain",25,"Developer, full-stack",Canada,
2023,20 to 99 employees,Other,2,Scientist,Canada,78069.0
2023,10 to 19 employees,,33,"Senior Executive (C-Suite, VP, etc.)",Canada,
2023,100 to 499 employees,,7,Engineering manager,Canada,185879.0
2023,100 to 499 employees,,2,"Developer, back-end",Canada,126397.0
2023,,"Information Services, IT, Software Development, or other Technology",,,Canada,
2023,20 to 99 employees,Other,15,"Developer, back-end",Canada,79556.0
2023,100 to 499 employees,,7,"Developer, back-end",Canada,96657.0
2023,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",20,"Developer, full-stack",Canada,115000.0
2023,,,,,Canada,
2023,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",20,Engineering manager,Canada,
2023,,,,"Developer, full-stack",Canada,
2023,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",4,"Developer, full-stack",Canada,55764.0
2023,I don’t know,,19,"Developer, back-end",Canada,96657.0
2023,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",23,"Developer, full-stack",Canada,81787.0
2023,100 to 499 employees,Other,5,"Developer, desktop or enterprise applications",Canada,54277.0
2023,,,,Student,Canada,
2023,,,,Educator,Canada,
2023,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",1,"Engineer, data",Canada,
2023,20 to 99 employees,"Manufacturing, Transportation, or Supply Chain",10,"Developer, full-stack",Canada,66916.0
2023,,,,"Developer, full-stack",Canada,
2023,,,,,Canada,
2023,"1,000 to 4,999 employees",,19,"Developer, full-stack",Canada,104092.0
2023,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",4,Cloud infrastructure engineer,Canada,89222.0
2023,100 to 499 employees,"Manufacturing, Transportation, or Supply Chain",15,"Developer, full-stack",Canada,63199.0
2023,20 to 99 employees,"Manufacturing, Transportation, or Supply Chain",7,"Developer, back-end",Canada,70262.0
